"Pexp","Mconf","mu_m","rho","logL"
0.649867743253708,0.331022560596466,-1.63736093044281,0.303225606679916,-4.18234118958255
0.731846690177917,0.0638318657875061,-1.30579182505608,0.3753502368927,45.5721317411097
0.4381964802742,0.250733524560928,-0.841466993093491,0.243028730154037,-1.64428443738409
0.647576749324799,0.367258489131927,-1.64326080679893,-0.112359464168549,-5.65672449800671
0.989999979734421,0.0541784167289734,-1.21584296226501,0.698413252830505,88.1702944688315
0.468621730804443,0.372364312410355,-1.62759852409363,0.569715738296509,1.35980000194491
0.61903378367424,0.303191810846329,-1.64573490619659,0.232500821352005,-0.483792904429993
0.577870279550552,0.283477693796158,-1.27873837947845,0.391754597425461,-3.8317255293885
0.586838752031326,0.154726833105087,-0.126186788082123,0.112683326005936,0.60313280380782
0.514213263988495,0.196786284446716,-1.36288306117058,0.928470075130463,14.1877965468589
0.898459941148758,0.406484395265579,-1.85472702980042,-0.989999979734421,24.8315430093946
0.467123299837112,0.408417880535126,-1.15150067210197,0.256238162517548,-7.18648458829208
0.809932202100754,0.227499186992645,-0.824538677930832,0.728822529315948,5.64659887472333
0.714466631412506,0.106040447950363,-1.43648335337639,0.489598393440247,36.0476724251216
0.614683449268341,0.183692395687103,-5,0.9375,20.2628625249755
0.683239877223969,0.278170645236969,-1.57069778442383,0.593777596950531,1.30972192806967
0.772091329097748,0.14245679974556,-1.02785098552704,-0.301755905151367,19.3468114379894
0.674907684326172,0.078287810087204,-1.28013178706169,-0.198020696640015,42.2773256371421
0.621963620185852,0.246164590120316,-1.28225642442703,0.17836594581604,-1.51957247285259
0.501266032457352,0.292808681726456,-1.6487221121788,0.462390005588531,3.48149103804918
0.680477976799011,0.0641646385192871,-1.43762516975403,0.410400450229645,48.9363248839541
0.554498463869095,0.224951803684235,-0.93481633067131,-0.121623694896698,-2.09325751646253
0.560540914535522,0.251507073640823,-0.764399498701096,-0.405691206455231,-5.96604888133908
0.400113224983215,0.226569324731827,-1.42030897736549,0.989999979734421,22.8252120039361
0.68214738368988,0.416819930076599,-1.9682531952858,-0.989999979734421,-1.0071443698718
0.803427577018738,0.156313180923462,-0.529983729124069,0.339368641376495,12.1842466916361
0.56747242808342,0.25701031088829,-1.15083792805672,0.159054189920425,-1.98259018831519
0.712086975574493,0.0785058736801147,-1.62218868732452,0.677867710590363,48.6415565844192
0.658345103263855,0.5005222260952,-1.96046268939972,0.071855902671814,-7.82733068832026
0.889075547456741,0.406257122755051,-1.44240909814835,0.0933192372322083,-6.46418586267861
0.664207577705383,0.184646308422089,-0.841317594051361,0.163135588169098,6.06485928994122
0.545676410198212,0.385704725980759,-0.935349494218826,0.148481845855713,-16.4706406444016
