"Pexp","Mconf","mu_m","rho","logL"
0.768232047557831,0.473071902990341,-0.123953104019165,-0.0909472405910492,-26.0349431682587
0.862362414598465,0.663150489330292,0.632530480623245,0.364759236574173,-3.06267222768493
0.466637432575226,0.622752636671066,0.462296932935715,0.401506632566452,-15.6481830888456
0.683663815259933,0.547217190265656,-0.190298795700073,0.343114733695984,-29.1708555835118
0.891817778348923,0.406663239002228,0.361346989870071,0.595052570104599,-5.75569147713007
0.517917215824127,0.619839996099472,0.385259002447128,-0.0920392572879791,-21.888513020169
0.780098736286163,0.603094100952148,0.0573077499866486,0.557893037796021,-17.5615287031554
0.632237523794174,0.477695047855377,0.841039448976517,-0.0989737808704376,-21.2804220869876
0.855789840221405,0.785035312175751,1.56257444620132,0.37423512339592,31.6428813838697
0.602599143981934,0.446603178977966,-0.262250602245331,0.50913468003273,-26.2123511441241
0.803732931613922,0.900845497846603,0.0360804200172424,0.710793912410736,32.4576287482573
0.535653233528137,0.747845858335495,0.126152902841568,0.338803112506866,-12.1211528049531
0.749141186475754,0.430411487817764,0.674808472394943,0.100561320781708,-20.9033945410587
0.602023750543594,0.492114841938019,0.251804292201996,0.538162112236023,-25.1650332830947
0.809270888566971,0.533645480871201,-0.153850853443146,0.677098870277405,-18.2933923777944
0.561980992555618,0.591126382350922,0.253633201122284,0.0747185945510864,-25.6416428040889
0.617598354816437,0.864335387945175,1.28166317939758,0.0189083814620972,19.8282221150536
0.72323739528656,0.454914569854736,0.490673720836639,0.578455746173859,-20.8904896075441
0.89111453294754,0.815640956163406,1.13795804977417,-0.229749292135239,22.9908785286206
0.356017529964447,0.773888677358627,0.808603763580322,0.517926454544067,9.71124571849035
0.893979221582413,0.594422101974487,0.6609126329422,0.58797425031662,-16.7984668416564
0.902996391057968,0.792774617671967,0.771492779254913,0.321902245283127,19.6959431830618
0.630981057882309,0.709557682275772,1.28154903650284,-0.0837976932525635,-5.05252531668302
0.55205425620079,0.546380460262299,0.840404152870178,0.244177371263504,-18.9902855654501
0.628823339939117,0.656322300434113,0.187334150075912,0.18391016125679,-21.7299107096615
0.701569259166718,0.453063130378723,0.668487131595612,0.190423905849457,-25.3289234662771
0.66729748249054,0.514894217252731,0.25500550866127,0.181022644042969,-29.1714513526913
0.703477323055267,0.579171895980835,0.390583664178848,0.216173887252808,-27.4944105069387
0.704579949378967,0.450227499008179,-1.42765817046165,-0.330447733402252,-10.2223940352331
0.893976867198944,0.442625522613525,0.0457773804664612,0.701315760612488,-16.8134098011452
0.777718633413315,0.648375570774078,0.453045129776001,0.219843238592148,-16.3540847351861
0.862573176622391,0.811798095703125,0.609745025634766,0.189448446035385,5.36667066047945
