"Pexp","Mconf","mu_m","rho","logL"
0.81504362821579,0.562930345535278,-0.0218613743782043,0.333333730697632,-19.8221606204198
0.816463679075241,0.657231330871582,0.261192321777344,0.131806135177612,-17.9302715130071
0.546672761440277,0.669790357351303,0.189018070697784,0.0619781613349915,-20.1521115838342
0.739719599485397,0.622986912727356,0.0578348934650421,0.0904067754745483,-26.0207009590261
0.893779158592224,0.592673271894455,0.267061144113541,0.204932540655136,-12.4325723799491
0.552022159099579,0.679789155721664,0.00112751126289368,0.187072694301605,-22.0685029062408
0.748837411403656,0.689240097999573,-0.249008864164352,0.734717339277267,-12.0771988281656
0.561830937862396,0.592572033405304,0.386083513498306,0.305460602045059,-23.6870020036752
0.932849884033203,0.844284534454346,1.42999464273453,-0.125594854354858,39.0008695911296
0.569092929363251,0.519163995981216,-0.115204572677612,0.460331797599792,-27.0647257101407
0.886486977338791,0.877982556819916,0.346983522176743,0.449173152446747,28.9427625140414
0.553281098604202,0.754070967435837,0.318800777196884,0.133731305599213,-11.0524551521763
0.69625186920166,0.359088450670242,0.252134472131729,0.12024113535881,-24.1465459481833
0.687982022762299,0.665320217609406,0.241824448108673,0.551698237657547,-20.0553817921483
0.739037603139877,0.668926626443863,-0.217676520347595,0.599439322948456,-16.7078865426992
0.638312727212906,0.628216832876205,-0.664867997169495,0.453901201486588,-20.3799492717564
0.948922455310822,0.89020174741745,1.21322140097618,0.819230318069458,52.6806438639433
0.884093791246414,0.593498647212982,0.589988261461258,0.772003799676895,-2.71691075915862
0.876072347164154,0.812154084444046,0.519790470600128,0.0520845353603363,18.9921725386743
0.51370695233345,0.743144869804382,0.125635594129562,0.110766679048538,-13.8252404417292
0.903887987136841,0.594533294439316,0.293963581323624,0.486748248338699,-9.42252871493972
0.906046956777573,0.81734961271286,0.451245844364166,0.0891532599925995,22.0745336904918
0.708888202905655,0.6127590239048,0.934053629636765,0.0180624425411224,-15.5768713362683
0.491769373416901,0.619879186153412,0.734991937875748,0.436508685350418,-12.0808825350172
0.60311558842659,0.75175404548645,-0.320686668157578,0.178564727306366,-12.4821929081456
0.8504239320755,0.591864824295044,0.475109130144119,0.711386740207672,-16.6451230116975
0.724489629268646,0.643371552228928,0.192846208810806,0.0801669359207153,-24.5690530974914
0.890339642763138,0.815888643264771,0.464235454797745,0.265998333692551,-4.59174002931408
0.670879811048508,0.47888720035553,-1.03431564569473,0.20082014799118,-17.603173896939
0.893971592187881,0.592750310897827,-0.129242748022079,0.566887408494949,-15.8886904914677
0.641817182302475,0.778677403926849,0.456817835569382,0.266687601804733,-6.71109396009836
0.734609484672546,0.751977562904358,0.603794246912003,0.120148330926895,-10.8301444798593
